id	Description	Harasser	Time	Location	Trigger	harasser_age	harasser_num	harasser_type	time_of_day	location_type
0889	we are 4 members are use to go to office in mmts from bharath nagar to hitech city at 6 . 15 am . one idiot indecent fellow get in to ladies compartments and started indecent exposure . now the problem was solved b coz of the police protection of scr .	['One idiot']	['6.15 am']	None	['started indecent exposure']	0	1	0	1	0
0651	famous phadke road in dombivali east is proud of people of dombivali but every day evening especially on sunday this is a market of harasser and victim . a group of boys and girls come there for many reason , boys stand in group on road . . tease girls . . nobody is complaining about this . . .	['boys']	['evening']	['market']	['tease']	1	2	0	2	5
4437	somebody pinched me when i was waiting for the train at kurla station . platform 7 , kurla station .	['Somebody']	None	['station']	['pinched']	0	1	0	0	3
0679	me and my friend were returning home after school in public bus . beside my friend , there was a man . suddenly that man forced and dragged my friend towards him and kissed her . she stopped the bus shouting and crying but no other people helped us and didnt do anything to that man .	['man']	None	['bus']	['dragged', 'kissed']	2	1	0	0	2
4379	a guy started commenting on my friend and started doing dirty gestures which made her feel unsafe .	['guy']	None	None	['commenting', 'doing dirty gestures']	0	1	0	0	0
1201	my sister said when she had gone for a morning walk , a man came in a bike and stopped in front of her amp forced her to stay in his bike amp go with him . he behaved my sister as he had known her earlier and seen her .	['man']	['morning']	None	['forced her']	2	1	0	1	0
1215	i was returning home from my workplace in the evening and a drunk guy was intentionally trying to fall upon me . later , when he saw police nearby he got scared and went away . it happened near rohini west metro station .	['drunk guy']	['evening']	['station']	['fall upon me']	0	1	0	2	3
0686	once i was coming back from my college and saw a man masturbating in his car with doors widely open . he was watching the passersby but it had no effect on his activity . this repeated once again and when enquired feom others , i got to know that it happens there aa a daily chore .	['man']	None	None	['masturbating']	2	1	0	0	0
4386	passerby s were intentionally bumping into me , trying to touch me and grope me in the wrong places	["Passerby's"]	None	None	['grope', 'bumping', 'touch']	0	1	0	0	0
4392	i saw a school girl being touched by some girls and over heard them telling her to sleep with them	['some girls']	None	None	['touched', 'telling her to sleep with them']	1	2	0	0	0
0692	one day i was passing on the raod , i saw a group of boys and one of them catcalled towards me and when i turned , can you imagin ? all of them shouted at once you be dog i felt so harassed at the road . if there was a means for me to dissapear melt , i could have done it .	['All of them', 'group of boys', 'one of them']	None	['raod']	['catcalled', 'shouted']	1	2	0	0	1
0862	i went for a visiting to a persons house and i don t know if he was drunk but he started behaving funny . i noticed it and took my bag to leave . he wanted to force me but fortunately i was already near the door so i quickly pushed the door and ran away .	['he']	None	['persons house']	['behaving funny', 'force me']	0	1	0	0	4
0876	the station and itself is very unsafe . the lights are very dim , the signs are badly damaged so women don t have access to emergency escape routes . a lot of harassment happens here due to presence of loiterers who stare at women and pass lewd remarks	['loiterers']	None	['station']	['stare', 'pass lewd remarks']	0	0	0	0	3
4557	a man was deliberately touching a female copassenger on dtc bus 957 and the bus was overcrowded	['man']	None	['bus']	['touching']	2	1	0	0	2
0731	a neighbour sent a girl of age 12 to buy milk , on her way back the man caught her hands and told her to go in the curtain . the girl shouted and the man left her . she ran to a neighbouring house and told the story . as this story was catching fire , this man disappeared .	['man']	None	None	['caught her hands']	2	1	0	0	0
0057	i was around 1213 years old , travelling in a state transport bus with my parents . due to rush in the bus , my parents were seating on a different seat away from me and i was sitting on a different seat . a man in his early 30s came and seated next to me and started a general conversation with me , asking me which class i was in and told me about himself . he mentioned something about his mental instability problems . after sometime , a lady holding a baby was standing next to him and so he offered the lady a help to hold the baby and the lady handed him over the baby . as soon as he took the baby in one hand he inserted another hand in my tshirt sleeve and groped my breasts . i was so shocked what is happening and also very scared as to what should i do . i did even tell this to my parents and pretended as if nothing happened . but i remember this story clearly even after almost 12 years .	['man in his early 30s']	None	['bus']	['inserted', 'groped']	2	1	0	0	2
4231	some boys were teasing me when i was going to my sister , s house . . . i just scoled them more on m , y way .	None	None	None	['some boys', 'teasing']	0	0	0	0	0
4225	in the crowd of newroad , one person pinched my chest and went away . i did not even notice who did it .	['person']	None	['newroad']	['pinched my chest']	0	1	0	0	1
0043	the place is sector 16 of vashi , navi mumbai . it was 10 . 30 pm , as i got down at the sector 16 bus stop from best 525 bus and started walking towards home . the footpath is shady without street lights , so i decided to walk along the road . as i was walking , someone loudly screamed from the footpath . . . ae idhar idhar dekh . i involuntarily turned in that direction to see a guy (a labourer) masturbating himself and smiling at me as he did so ! i was schocked but i didn t wait around . i just turned my back on him and walked away briskly to the spot where there are lights and where there was crowd . he kept following me for sometime but after he found out that i was headed in a direction where there were many people , he turned around and went his way . i was shaken as i reached home . all i felt was fear . but now that i m reflecting on it , it feels i should have punched him for good . however , running away was all i could think of at that moment !	['guy (a labourer)']	['10.30 PM']	['the road']	['masturbating', 'smiling', 'following']	0	1	0	2	1
4543	since ranganathan street is a very crowded street , there are men who occasionally try to touch .	['men']	None	['street']	['touch']	2	0	0	0	1
0719	i was 10 or 12 years old , while going to a shop a stranger asked for some help and told me to hold his bike as he had to do something in his bike . i was a kid so i could not understand his intentions . then he suddenly slid his hand under my frock , i got scared and ran away .	['stranger']	None	None	['slid his hand under my frock']	0	1	0	0	0
0094	i was walking in an underpass with no footpath and a man walks towards me in the opposite direction . i assume he has seen me and will make way for me , since i was closer to the wall of the underpass . instead , he walks right into me in a way that can t possibly be accidental unless he was sightimpaired , and then keeps walking without a word of acknowledgment . i kept walking , and two seconds later i turned back and screamed at him what the fuck do you think you re doing ? he never turned back , he kept walking , and i walked on since it was dark and i didn t know what else i could do about it and didn t want to pick a fight while no one else was watching .	['man']	['dark']	['underpass']	['walks right into']	2	1	0	2	11
0080	the incident took place on 8th of november around 815 pm . after taking tutions i was going back home , when i realized i needed to go market to get some stuff . the way to my locality s local market is not lightened up , but nevertheless i go there daily so i didn t hesitate . while walking down the path i hear a guy calling me slut . since the road was not lightened up i did not know that he was on a bike . (his bike lights were also off ) as soon as i turn around i see this guy smashing his bike on my right leg (i don t know if it was intentional or not ) . before i coulld come into my sense , this guy actually ran off with his bike , and there i was staning on the lane with an injured leg .	['guy']	['815 pm']	None	['smashing', 'calling me SLUT']	0	1	0	2	0
0916	while coming back from office a friend took the metro from hauz khas to chattarpur . after deboarding she tried to look for an auto , meanwhile a group of 45 guys , probably heavily drunk , passed a lot of comments and started stalking and whistling .	['45 guys']	None	['metro']	['whistling', 'passed a lot of comments', 'stalking']	0	2	0	0	2
0902	a lady was at the dc stage around 500 a . m . to travel to her rural home when men caught her , she shouted for help but no one came to her rescue . when people woke up it was found that the lady was raped by those men and ran away with her luggages .	['men']	['500 a.m']	None	['caught her', 'raped']	2	2	0	1	0
4033	in a huge crowd at rajiv chowk metro a person tried to grope me and due to crowd i was unable to identify .	['person']	None	['metro']	['grope']	0	1	0	0	2
0255	i was in my classroom , inside the college of amity school of engineering and technology , on e2 , 2nd floor . standing in class , waiting for the next class to begin . when a male classmate , walked by me and fell on top of me , grabbing and squeezing my breasts . nobody seemed to have noticed , i was embarassed and i just walked away , just after staring at my assailant s face , trying to make sense of what happened , why it had happened .	['male classmate']	None	['classroom']	['fell on top of me', 'grabbing', 'squeezing my breasts']	0	1	3	0	11
4755	a young guy was showing private parts while standing next to a girl during afternoon hours .	['young guy']	['afternoon']	None	['showing private parts']	1	1	0	1	0
4741	i was in a mall with my friend when i noticed a guy constantly staring both me and my friend	['guy']	None	['mall']	['staring']	0	1	0	0	5
4999	a middle aged man was trying putting hands near girls private parts taking cover of bag	['middle aged man']	None	None	['putting hands near girls private parts']	2	1	0	0	0
0527	when my sister was returning from work at kandivali station , platform no 2 , an old man was getting down the stairs and making obscene gestures with his face . she confronted him then and there old man , is this your age to do this ? and she took out her slippers to hit him . everyone just looked at her .	['old man']	None	['platform', 'Station']	['making obscene gestures']	2	1	0	0	3
0241	it happened of me travelling by bus for college in morning a drunked man got in the bus . there were two more female friends accompaning me , the man who got in was stairng at us in very cruel way so we reported to the conductor . rather than making him get down , he shifted his place amp the person sat right behind us . so , atlast we got off the bus because there was no other option left amp there were very few passengers travelling along .	['a drunked man']	['morning']	['bus']	['stairng']	2	2	0	1	2
4027	in my school , a teacher always punished girls although they did not do anything and sexually harasse them .	['teacher']	None	None	['harasse', 'punished']	0	1	2	0	0
0269	we were walking with a friend towards olympic stage from ayany , some men were working in a building , they stopped and begun to stare at some lady infront of us . one man catcalled her loudly but she did not notice . the man said again yes the one holding a child when she turned to look the man said madam undafanya watu wasifanye kazi hapa meaning madam you are making people not to work here	['some men', 'One man']	None	None	['catcalled', 'stare']	2	2	0	0	0
1177	this incident happened at the wednesday market . a man was constantly staring at me and following me around . when i told a vendor nearby about it , he confronted the man who then went away . this happened in the evening .	['man']	['evening']	['market']	['staring', 'following']	2	1	0	2	5
1163	my friends and i were coming from church , we met this old man who called one of my friends to help him opperate a phone , my friend went to assist him only to find that the man wanted her to watch porn videos on the phone	['old man', 'man']	None	None	['watch porn videos']	2	1	0	0	0
1188	i was in an auto with a friend and it was passing a crowded place . someone put his hand inside and grabbed my chest and fled . we looked back to find the guy and saw the auto driver smirk . we immediatly left the auto .	['auto driver', 'Someone']	None	['auto']	['grabbed my chest']	0	1	0,7	0	2
0296	i was in goa for few days as foreigner in low season time and faced many unpleasant situations like group of men coming to take photos and aiming to be in same photos with me . once there were two guys who wanted to have a photo of me and the other one grabbed me aside from a road and put his arm around me on my breast . when i pushed him away and walked away , they kept following and laughing at me .	['group of men', 'two guys']	None	None	['grabbed', 'aiming to be in same photos with me', 'have a photo of me', 'take photos', 'put his arm around me on my breast']	2	2	0	0	0
4796	on evening , i was standing on the bus stop some boys were commenting on me using abuse word	['Some boys']	['evening']	['bus stop']	['using abuse word', 'commenting']	1	2	0	2	3
4782	2 men commented that i have big breasts and i did not know how to respond so i just ignored	['2 men']	None	None	['commented']	2	2	0	0	0
0282	we were at crawford market , 3 girls and we were going into the market . there was this man with a dslr camera around his neck . we figured that he was taking our picture because just before this incident we had a workshop enrichment session which told us that men do take pictures and post it on forums and discuss the pictures . when we saw that man s camera he had taken pictures of the upper and lower body .	['man']	None	['market']	['taking our picture', 'taken pictures']	2	1	0	0	5
4972	throwing water ballons and dirty water to girls during holi targeting our private parts .	None	None	None	['throwing water ballons and dirty water']	0	0	0	0	0
4966	i have seen a man showing his private organ to a lady and lady as so afraid inside a bus	['man']	None	['bus']	['showing his private organ']	2	1	0	0	2
4973	catcalls whistles , commenting , ogling facial expressions , t aking pictures , touching groping	None	None	None	['aking pictures', 'commenting', 'facial expressions', 'catcalls', 'ogling', 'groping', 'touching', 'whistles']	0	0	0	0	0
4783	i was going to the market two guys came on bike and stared crossing circles and commenting .	['two guys']	None	None	['stared', 'commenting']	0	2	0	0	0
0283	i was heading to office during an afternoon time . a man walking from opposite direction walked towards me and he passed a very dirty sexual coloured remarks , i reacted immediately and yelled on him . he argued back and came to hit me , i pushed him back and left . there were few commuters around , but none of them intervene or offered help . i tried looking for police home guard , but none of them were around .	['man']	['afternoon']	None	['hit', 'passed a very dirty sexual coloured remarks']	2	1	0	1	0
0297	while waiting for a taxi outside lilavati hospital at around 11 pm on a friday evening , a man on motorcycle slowed in front of me and groped my breast harshly and drove away before i could push him down . similar incident was reappeared with a friend on another weekday around 11 . 30 pm in the same area by a motorcyclist . so please map it and inform women n girls travelling in that area to be vigilant .	['man']	['evening', '11 pm']	None	['groped']	2	1	0	2	0
4797	i was harassed in lucknow . my ass was grabbed by a walking stranger in a busy market place .	['stranger']	None	['market']	['harassed', 'grabbed']	0	1	0	0	5
1162	a guy passed next to me and made sure to rob his elbow against my breast . i guess it s the most efficient way for guys to touch someone and the girl wonder did he really do that on purpose or am i imagining it ?	['guy']	None	None	['rob his elbow against my breast']	0	1	0	0	0
1176	touched at all possible personal areas of my body . some guy just rubbed his hand over my butt and one of the other times tried to look inside my top . this happened at the subway near the cst station because it is dark .	['Some guy']	['dark']	['subway']	['look inside my top', 'rubbed his hand over my butt', 'Touched']	0	1	0	2	1
0268	i was literally less than a block from my house just now ( 7pm ) , walking slightly slower than normal which attracted a couple looks , and this young guy just came up from behind (didnt see him coming) and slapped grabbed my butt and then sprinted away in the opposite direction . it was jarring , especially cuz its 7pm , close to my house , and no one blinked an eye (mainly lower income men close to me at the time) . . . shiver	['young guy']	['7pm']	['close to my house', 'a block from my house']	['slapped/grabbed']	1	1	0	2	6
4768	some group of guy whistle , ogling , commenting and taking my photograph without muy concent	['group of guy']	None	None	['whistle', 'commenting', 'taking my photograph']	0	2	0	0	0
0526	while i was passing down the street of molyko especially at ub junction , there was this guy who had asked me out for awhile but i did not give in . so when he saw me that day , he said things like hey this girl you claim a lot as if you are the only girl in town . i was harassed but then , let myself be calm	['guy']	None	['street']	['said things likequothey this girl you claim a lot as if you are the only girl in townquot', 'harassed']	0	1	0	0	1
4740	the boys of our expansion are very bad . commenting on the coming of the ladies , they comment .	['boys']	None	None	['Commenting', 'comment']	1	0	0	0	0
4026	me and my friend were teased by three man , they whistled at us as well as made strange sound using tongue .	['three man']	None	None	['whistled', 'teased', 'made strange sound']	2	2	0	0	0
0240	i came to college in a cab . that day as i was coming to attend the 8 o clock lecture in college , the taxi driver told me that i have a bug stuck to my hair . i tried to brush the bug off but he told me it is still there . so i told him to take it out but he just shoved his hands inside my tshirt . quite frightened , i shoved his hand away and got out of the cab as quickly as possibly . this happened outside the gates of sophia college , mumbai	['taxi driver']	["8 o'clock"]	['cab']	['shoved his hands inside my Tshirt']	0	1	7	1	2
0254	i was going to the mother dairy with my friend . she was being harassed by a guy for many days , he would pass comments at her . that day and the next 12 days we ignored him but after that he came and grabbed her hand . my friend and i shouted at him but he kept saying objectionable things to my friend . we both had learned self defense in college so we used it against him and it worked . we also shared this incident with our parents	['guy']	None	None	['pass comments', 'harassed', 'grabbed', 'saying objectionable things']	0	1	0	0	0
4032	while i was at the market , there was very poor lighting and a few boys started commenting and touching me .	['a few boys']	None	['market']	['touching', 'commenting']	1	2	0	0	5
4754	i was coming back from borivali , in the train a guy along with this two were taking pictures	['guy along with this two']	None	['train']	['taking pictures']	0	1	0	0	2
0532	was passing through some narrow path to get to a cyber caf at the bus terminus . a man was standing at the entrance putting on big headphones . he was staring at me undtil i became uncomfortable . when i excused myself to pass he ogled at me and said karibu mrembo meaning welcome beautiful .	['man']	None	['path']	['staring', 'ogled', 'said quotkaribu mremboquot meaning quotwelcome beautifulquot']	2	1	0	0	1
0903	a man in his 30 s kept stalking me when i was getting back from work . things went out of hand when he clicked my pictures and said that he will morph them . i involved my parents who reported it to the gender resource center and then to the police .	["a man in his 30's"]	None	None	['clicked my pictures', 'stalking']	2	1	0	0	0
0917	i had been sexually harassed by my grandfather . he called me to help me with my homework but i was unaware of his intentions . i was in 5th grade then and that incident helped me to be cautious of others . he pressed my breasts , he is no more now .	['my grandfather']	None	None	['pressed my breasts', 'sexually harassed']	2	1	1	0	0
0081	last year on 17 may 2015 i was travelling to gorakhpur in a roadways bus with my mom to appear in an examination . me and my mom were sitting on a 3 seat chair . seat adjacent to me was vacant . at faizabad , a middle aged man aboarded the bus and sat next to me . everything was fine when i realized something but i thought that may be due to the bus driving caused jerks are the reason . but when it happened again i was sure about it . the man sitting next to me was touching my breasts inappropriately . he was sitting folding hands so that it may not be seen . i instantly asked him to leave and sit somewhere else . he reacted as if he didn t know what was happening but i made him leave the seat .	['man']	None	['bus']	['touching']	2	1	0	0	2
4581	the girl called brenda is a 6 years old and she is abnormal , there is a man who always rape her	['man']	None	None	['rape']	2	1	0	0	0
4595	the man initially started abusing a female and later started hitting her . she retaliated later .	['man']	None	None	['abusing', 'hitting']	2	1	0	0	0
0095	this episode happened on my 20th birthday in december 2013 , though i only found out about it later . my friends told me very little about it . we had gone clubbing to royalty in bandra west . while we were dancing , an older man , a foreigner , came up to one of my friends and felt her back . he then moved on to another friend and became very extremely touchy with her . my friend was clearly not comfortable with it . so the first friend went to the clubs bouncer and asked him to help . he just said , till she pushes him away i cant do anything . my friend was shocked and asked him , even if he rapes her , you wouldnt do anything ? the bouncer just shrugged his shoulders .	['older man, a foreigner']	None	['clubbing']	['felt her back', 'touchy']	2	1	0	0	13
0718	when we were in college , boy of next faculty used to follow my friend unnecessarily amp give nonesense commen t and make her mentally disturbed so she shared this incident with me and we complained this matter to our coordinator mam . after that we had not seen that person	['boy']	None	['college']	['give nonesense commen', 'follow']	1	1	0	0	11
0042	i was travelling in a bus on delhi merut highway (nh 58) . i was siting somewhere middle in the bus row . position was the second column in 2 seater side . a girl age around 16 was siting next to the gap of walking . something similar to our positions . a guy age 2425 walk by the the passage and stood between us filling the passage gap . he faced towards the girl having back portion towards me . his lower part and the face level of the girl were approx the same level because hi was standing and the girl was siting . he pushed himself towards the girl using the bus movements many times . the girl was siting with her face down and eyes closed . she was terrified . i left my seat so that i could give place to that person who was standing and can indirectly help the girl so i walked to a little distance and stood there . but even tough the seat was vacant the man did not took that seat . it was really shameful . i wish i could have done some more help to that girl .	['guy']	None	['bus']	['pushed himself towards the girl']	0	1	0	0	2
4224	a around 40 years old man touch my body while travelling in microbus . bus routegausala to maharajgunj	['around 40 years old man']	None	['microbus']	['touch my body']	2	1	0	0	2
4542	on my way to school , i mate a certain man he told me that my wife come i kiss you i love you	['man']	None	None	['told me that quotmy wife come I kiss you I love you']	2	1	0	0	0
0724	we were going to visit our relatives at hospital . while walking , one scooty with two guy stopped near by and start whistling and c ommenting on us . my father was also there walking with me but he was little behind so he shouted to that guy and they ride the scooty n went .	['two guy']	None	['walking']	['whistling', 'ommenting']	0	2	0	0	1
4556	at uttam nagar terminal some bad boys starts commenting on the girls who passes from that area .	['some bad boys']	None	['terminal']	['commenting']	1	2	0	0	3
4230	my friend was standing in a one piece dress , a man noticed her and started making vulgar expression s .	['man']	None	None	['making vulgar expression']	2	1	0	0	0
0056	the city of joy , has now turned out to be a horror spots even in area like jadavour , where the world famous jadavpur university is stalled up . to narrate an event , one from last year a journalist and his fiancee were stalked and assaulted by a bike gang near sulekha bazar , around 1km from jadavpur police station on tuesday night . also earlier two drunken youths molested a woman and beat up her husband when he tried to help her on a garfa road , the city police seems to be struggling to check the growing menace of eveteasing and molestation in these areas , with more events to add , like chain snatching from a morning walker and open firing near to baghajatinreagent park area . though the police have increased the vigil yet more such events have cropped up , like raping a teenager in a moving cab in kolkata and to add to the woe , the political parties playing with it to earn vote banks fro themselves .	['two drunken youths', 'a bike gang']	['night']	['1km from Jadavpur police station', 'road']	['molested', 'stalked', 'assaulted']	1	2	0	2	1
0863	due to the nature of the victim s job which makes her come home late , on an ocassion some gang of boys cornered her , beat her , raped her and collected her phones and purse . she recognised one of them . we have been searching for the boys but to no luck .	['gang of boys']	None	None	['raped', 'cornered', 'beat']	1	2	0	0	0
4393	commenting and catcalls in the night on 8th october 2013 near more mall , rohini east metro station .	None	['Night']	None	['catcalls', 'Metro Station', 'Commenting']	0	0	0	2	0
0693	commenting and catcalls near west gate mall on 25th september 2013 . most of the malls in rajouri garden are clubbed together . it is reaally difficult to go from one mall to another by walk as the areas are isolated by men keep on passing indecent comments on girls passing by .	['men']	None	None	['passing indecent comments']	2	0	0	0	0
0687	it happened to me in 9th class . my private tutor was teaching me maths . he asked to to watch some internet . he started touching my thigh and i felt so uncomfortable . i ran out of there and went home . i told my parents . they scolded him and told me to never share this incident .	['private tutor']	None	None	['touching my thigh']	0	1	2	0	0
4387	some girls followed me in a silent road and commenting saying they know me and asked my ph number .	['Some girls']	None	['road']	['followed', 'commenting', 'saying they know me and asked my ph number']	1	2	0	0	1
1214	i was sitting in bus and the person who was sitting beside me was touching my waist again and again and then i get to know his intentions and slapped him tightly twice on his neck and he went out of the moving bus .	['person']	None	['bus']	['touching my waist']	0	1	0	0	2
0678	a girl was walking in her own district park when she saw somebody clicking her pictures and she treid hiding her face but the boy still captured 2 to 3 pictures of her . she complained to an old man sitting in the park and his phone was taken away by the uncle and he was hit hard .	['somebody']	None	['district park']	['clicking her pictures']	0	1	0	0	7
1200	while me and my friend were crossing the road , a random guy on the signal was sitting on his bike and called us . we thought he needed some help but we came to know that it was only for fulfilling his pathetic desires	['random guy']	None	['road']	['called']	0	1	0	0	1
4378	i was sexually abused in a concert . an unknown person grabbed my breast so tight . i was so afraid .	['unknown person']	None	['concert']	['grabbed my breast', 'abused']	0	1	0	0	13
1228	once my sister and i were in an auto . the auto driver suddenly stopped the auto and came out . he acted like he was checking the auto but was actually touching us . it happened twice with us by the same auto driver .	['auto driver']	None	['auto']	['touching']	0	1	7	0	2
0136	i don t know if this happens with other girls or women but i face this everyday , the men walking towards me bump into me and basically try to have some kinda physical touch . and if you say anything to them they blame the place to be so crowded and that they never meant anything but obviously we girls come to know when something is done on purpose or happened by mistake . and we are in such a hurry that we can t stop every 5 steps to slap the man who tried to do that , and yes that s how frequently it happens . every 5 steps you ll be crashed by some man walking towards you .	['men']	None	None	['bump into', 'physical touch']	2	0	0	0	0
4436	during evening , i was out with my boyfriend . i was commented humara bhi haath pakad lo	None	['evening']	None	['commented']	0	0	0	2	0
0650	three years back when my friend and i were travelling in a best bus from dadar station , a man came and sat in front of my friend . at frist , he was staring at her for the longest time and then exposed his private parts to her . discomforted , my friend got up and went elsewhere to stand .	['man']	None	['bus']	['exposed his private parts', 'staring']	2	1	0	0	2
0888	i heard the news of girl been raped . i knew that girl and was known that she was been harassed but she went quite and didn t shared to anyone and finally the day came when she got raped on her own room by her own uncle . it was very depressing news .	['her own uncle']	None	['own room']	['harassed', 'raped']	2	1	1	0	4
0644	i was in nepal telecom to pay bill with my sister . i felt urge to go toilet then i asked a guard there where the toilet was ? he instructed me to the toilet and when i came out he was standing there just then he tried to catch me . i later complained it to the police and he was arrested .	['guard']	None	None	['catch']	0	1	10	0	0
4422	i saw two boys on the bike who were commenting and whistling on a girl walking by in the evening .	None	['evening']	None	['whistling', 'two boys', 'commenting']	0	0	0	2	0
4344	while coming back from office boys whistling around me making me feel unsecure n even following me .	None	None	None	['whistling', 'boys', 'following']	0	0	0	0	0
0122	it is very common in kanpur while you are walking on the left side of the road , someone from behind will pass you and reach for your breasts as it happens in a flash before you realize someone is behind . or if you are traveling in a cycle rickshaw , near the road divider men usually come and stand just to grope you . infact while on a pillion ride with a female companion , men do not feel hesitant to grope you from behind . any public place which is crowded , even a minor or teenager knows he is supposed to grope you right on your breasts . it is a horrible city to move independently or unaccompanied .	['men', 'someone']	None	['road']	['grope', 'reach']	2	0	0	0	1
4813	this incident took place at night . we were in a disk and guys were behaving inappropriately .	['guys']	['night']	['disk']	['behaving']	0	2	0	2	13
0491	a man approached me from another direction and said something to me when he got very clear (i had headphones in and didn t hear but he said , but i felt it was malignant) . i ignored him and kept walking but i got stuck at a traffic light . i turned around and he was still here , making a lude gesture at me and stalking me .	['man']	None	None	['stalking', 'making a lude gesture']	2	1	0	0	0
4191	i was walking on the street with my friend and a man passed a comment . i verbally answered back to him	['man']	None	['street']	['passed a comment']	2	1	0	0	1
4185	when i was walking one man passed the comment to me and tried to touch me . i walked faster after that .	['one man']	None	None	['touch', 'comment']	2	1	0	0	0
0485	everyday there are gangs of boys sitting exactly outside the entrance of my chawl and they are there from 7 1130 pm and keep harassing all girls making dirty comments and making life miserable . i m scared of them . please helpexactly outside the gate of bmc chawl , laxmi baug sion , near shivar guest house , opp sion station	['gangs of boys']	['7 1130 pm']	['outside the entrance of my chawl']	['making dirty comments']	1	2	0	2	6
4608	whenever i pass that area , shopkeepers comment and then they sometimes give me sexual invites .	['shopkeepers']	None	None	['give me sexual invites', 'comment']	0	0	11	0	0
0308	me and my friend went to mcleod ganj for a trip . there at about 8pm we left illiterati cafe and headed towards our hotel . the road was ill lit , with hardly any people . the passers by and the people going in their cars started whistling and commenting , and stopped a few times in front of us . the experience was quite frightening since we were outnumbered , it was dark and a completely new place .	['people', 'passers']	['8pm']	['road']	['whistling', 'commenting']	0	2	0	2	1
1016	while i was walking on the street . two boys were sitting inside the cafe , they called me i didn t looked at them and kept on going , one of the boy whistled and tried to follow me . the i walked as fast as i can and then i lost his sight .	['Two boys', 'one of the boy']	None	['street']	['whistled', 'follow', 'called']	1	2	0	0	1
1002	we were two frens walking on our way to market . in the sub way one guy showed us his private part . it was very disturbing . we don t have enough guts to stand by . next time also he did the same thing and we have stopped using that route	['guy']	None	['sub way']	['showed us his private part']	0	1	0	0	1
0452	i was on my way to my son s classes . we were right outside my building and was hailing a rickshaw . that s when when these two teenagers , one of which lived in my building , started pointing at me , made comments and laughed . i ignored it once , but the second time they did it i walked up to them and questioned them and yelled at them .	['two teenagers, one of which lived in my building']	None	['right outside my building']	['pointing', 'made comments and laughed']	1	2	0	0	6
4634	i was whistled by a boy as i was returning home from the tutorial class it was late in evening	['boy']	['evening']	None	['whistled']	1	1	0	2	0
4152	an accent having no number plates has been following me almost daily , in the streets having poor lights	['Accent']	None	['streets']	['following']	0	0	0	0	1
0334	couple and single women should avoid these spots after 7 pm and 10 am reasonsthere are too many voyeur men who come in groups and sit on the rocks too close to couples . there seems to be no video surveillance on these entry roads . which means the perpetrators could get away into the koliwada village the stretch to avoid after 7 pm is from versova beach till the main juhu beach .	['men who come in groups']	['10 am', '7 pm']	None	['voyeur']	2	2	0	2	0
0320	sexual harassment . one morning when i was going to school with my friends , a guy appraoched us and started asking for the name of my friend . unfortunately my friend spat on his face . when we were coming back from school , the guy attacked us with his friends , took us to a dark environment gave us the beating of ourlives until we collapsed and only woke up realising ourselves at a hospital	['guy']	['morning']	None	['attacked', 'asking for the name', 'gave us the beating']	0	1	0	1	0
4146	i was sexually molested by a man in the street i live in . it was dark and no one was around to save me .	['man']	['dark']	['street']	['molested']	2	1	0	2	1
4620	when i was going to college in andheri east , a group of boys were sitting and whistling at me .	['group of boys']	None	None	['whistling']	1	2	0	0	0
0446	it was on the 18th august 2014 , when my friend was sexually harrassed in the landlord s house by the landlord s son . it was when everybody had gone to the farm so she was left behind and went to watch tv at the neighbours house , she felt asleep and suddenly felt a strong force on top of her . it was the landlord s son and he raped her .	["landlord's son"]	None	["landlord's house"]	['felt a strong force on top of her', 'raped', 'harrassed']	1	1	12	0	4
1028	was going to pick up my little cousin from school when this man who was roasting maize catcalled and whistled at me . i looked and he called me while smilling . i did not confront him since i was in a hurry . ignored and walked away .	['man']	None	None	['whistled', 'catcalled']	2	1	0	0	0
0336	my cousin and i were on the scooter riding along marine drive sea face . a bike came along from behind with 2 guys who kept smiling , ogling and they kept trying to distract us . they would zoom across and come in our way again and again . it happened on marine drive but they followed us on our way home (lost half our route) . they stopped at mohammed ali rd and diverted their route .	['2 guys']	None	None	['distract', 'ogling', 'smiling']	0	2	0	0	0
4150	a stranger started stalking me and asked me if i could talk to him . he used to follow me till my house .	['stranger']	None	None	['asked me if i could talk to him', 'stalking', 'follow']	0	1	0	0	0
4636	i met a man running after some girl to rape them in a coridor . the girls were crying for help	['man']	None	['coridor']	['rape']	2	1	0	0	13
0450	i feel that i was once sexually harassed . it was a incident of almost 4 month back i was walking on the alley some boys teased me and commented me with very bad and rough words and they even stalked me and stared touching here and there i was too scary moment which i never could forget finally i manages to escape out from that hell	['some boys']	None	None	['teased', 'stalked', 'stared touching', 'commented']	1	2	0	0	0
0444	i was going to my school in shiv vihar . i noticed a boy following me . when i asked me why he was doing this , he started groping and touching me . i started shouting and told him to go away , he then abused and slapped me . he pushed me , i fell to the ground . he went away and i ran to school after that . this happened early in the morning .	['boy']	['morning']	None	['pushed', 'abused', 'groping', 'following', 'touching', 'slapped']	1	1	0	1	0
4622	when i was returning from college in bus stop one guy stared at me continuously . it scared me .	['one guy']	None	['bus stop']	['stared']	0	1	0	0	3
4144	teasing while going to school and while coming back from school from the local boys of bhatbhateni area	['boys']	None	None	['teasing']	1	2	0	0	0
